Component_ID,Lot_ID,Time_hr,Temperature_C,Voltage_V,Current_mA,Stress_Value,Is_Anomaly,Failure_Mode
C02864,LOT08,0,25.08,0,0.058,0,0,None
C02864,LOT08,24,122.33,3.6091,48.76,100,0,None
C02864,LOT08,72,124.26,3.6264,47.079,100,0,None
C02864,LOT08,168,124.29,3.604,45.639,100,0,None
C02865,LOT09,0,23.86,0.0064,0.013,0,0,None
C02865,LOT09,24,125.36,3.5872,45.877,100,0,None
C02865,LOT09,72,124.02,3.5696,47.121,100,0,None
C02865,LOT09,168,123.87,3.5778,43.765,98.01,0,None
C02866,LOT10,0,25.14,0.0102,0.005,0,1,Leakage Current Drift
C02866,LOT10,24,125.71,3.6782,56.33,100,1,Leakage Current Drift
C02866,LOT10,72,127.45,3.6788,71.917,100,1,Leakage Current Drift
C02866,LOT10,168,127.72,3.6455,97.538,100,1,Leakage Current Drift
C02867,LOT11,0,24.81,0.0017,0.043,0,0,None
C02867,LOT11,24,123.88,3.6312,43.572,98.18,0,None
C02867,LOT11,72,123.41,3.6497,45.363,98.77,0,None
C02867,LOT11,168,122.86,3.6001,41.894,95.54,0,None
C02868,LOT12,0,24.53,0.0071,0.056,0,0,None
C02868,LOT12,24,125.44,3.6119,46.968,100,0,None
C02868,LOT12,72,126.55,3.6107,45.213,100,0,None
C02868,LOT12,168,125.53,3.6162,41.281,99.28,0,None
C02869,LOT01,0,24.42,0.0104,0.029,0,0,None
C02869,LOT01,24,123.98,3.6212,44.601,100,0,None
C02869,LOT01,72,125.07,3.5644,45.156,99.49,0,None
C02869,LOT01,168,124.55,3.6032,43.976,100,0,None
C02870,LOT02,0,25.25,0,0.068,0,0,None
C02870,LOT02,24,124.73,3.6156,45.993,100,0,None
C02870,LOT02,72,125.96,3.6125,47.961,100,0,None
C02870,LOT02,168,124.21,3.6137,45.984,100,0,None
C02871,LOT03,0,25.35,0,0.052,0,0,None
C02871,LOT03,24,125.77,3.6029,42.831,99.05,0,None
C02871,LOT03,72,125.72,3.6379,40.17,99.07,0,None
C02871,LOT03,168,125.04,3.6509,40.804,100,0,None
C02872,LOT04,0,24.61,0,0.016,0,1,Thermal Runaway
C02872,LOT04,24,124.91,3.5822,44.908,98.58,1,Thermal Runaway
C02872,LOT04,72,139.34,3.6003,51.919,100,1,Thermal Runaway
C02872,LOT04,168,159.6,3.5744,64.763,100,1,Thermal Runaway
C02873,LOT05,0,25.93,0,0.044,0,1,Thermal Runaway
C02873,LOT05,24,125.35,3.6385,51.19,100,1,Thermal Runaway
C02873,LOT05,72,139.65,3.6414,58.191,100,1,Thermal Runaway
C02873,LOT05,168,162.55,3.6069,69.314,100,1,Thermal Runaway
C02874,LOT06,0,24.46,0,0.031,0,0,None
C02874,LOT06,24,126.98,3.6264,49.425,100,0,None
C02874,LOT06,72,127.29,3.6117,49.228,100,0,None
C02874,LOT06,168,126.39,3.6151,47.917,100,0,None
C02875,LOT07,0,25.58,0,0.025,0,0,None
C02875,LOT07,24,125.47,3.5903,46.408,100,0,None
C02875,LOT07,72,125.95,3.5859,45.304,99.78,0,None
C02875,LOT07,168,125.11,3.592,45.172,100,0,None
C02876,LOT08,0,25.04,0,0.027,0,0,None
C02876,LOT08,24,126.59,3.5664,47.47,100,0,None
C02876,LOT08,72,124.42,3.5924,43.97,99.21,0,None
C02876,LOT08,168,125.55,3.5876,44.231,100,0,None
C02877,LOT09,0,23.78,0.0001,0.038,0,0,None
C02877,LOT09,24,126.08,3.6148,45.141,98.9,0,None
C02877,LOT09,72,124.51,3.6009,43.086,98.72,0,None
C02877,LOT09,168,124.68,3.607,44.664,99.67,0,None
C02878,LOT10,0,24.74,0,0.075,0,1,Sudden Current Spike
C02878,LOT10,24,126,3.5871,48.756,100,1,Sudden Current Spike
C02878,LOT10,72,123.97,3.6293,164.675,100,1,Sudden Current Spike
C02878,LOT10,168,123.9,3.5982,43.442,97.92,1,Sudden Current Spike
C02879,LOT11,0,23.84,0.0065,0.054,0,0,None
C02879,LOT11,24,124.45,3.6009,43.621,99.52,0,None
C02879,LOT11,72,125.35,3.6063,42.904,100,0,None
C02879,LOT11,168,125.84,3.6041,41.909,97.46,0,None
C02880,LOT12,0,25.44,0,0.104,0,0,None
C02880,LOT12,24,125.29,3.5795,50.833,100,0,None
C02880,LOT12,72,125.12,3.5791,49.071,100,0,None
C02880,LOT12,168,124.66,3.5758,46.909,100,0,None
C02881,LOT01,0,24.76,0,0.002,0,0,None
C02881,LOT01,24,126.23,3.5535,48.847,100,0,None
C02881,LOT01,72,127.68,3.548,48.025,100,0,None
C02881,LOT01,168,126.62,3.5822,45.25,100,0,None
C02882,LOT02,0,24.95,0.0158,0.011,0,0,None
C02882,LOT02,24,125.4,3.577,48.256,100,0,None
C02882,LOT02,72,125.24,3.5775,49.718,100,0,None
C02882,LOT02,168,124.9,3.5757,48.286,98.97,0,None
C02883,LOT03,0,25.39,0,0.041,0,0,None
C02883,LOT03,24,126.32,3.5395,51.945,100,0,None
C02883,LOT03,72,123.9,3.5701,49.076,100,0,None
C02883,LOT03,168,124.75,3.5876,48.758,100,0,None
C02884,LOT04,0,24.98,0.0419,0.057,0,0,None
C02884,LOT04,24,124.95,3.6021,48.281,100,0,None
C02884,LOT04,72,126.6,3.6176,47.896,99.17,0,None
C02884,LOT04,168,125.16,3.6084,46.083,100,0,None
C02885,LOT05,0,25.02,0,0.05,0,0,None
C02885,LOT05,24,124.97,3.6007,47.297,98.61,0,None
C02885,LOT05,72,125.03,3.6109,45.002,100,0,None
C02885,LOT05,168,123.12,3.6276,43.212,97.42,0,None
C02886,LOT06,0,25.41,0.0101,0.004,0,1,Leakage Current Drift
C02886,LOT06,24,128.36,3.6238,49.719,100,1,Leakage Current Drift
C02886,LOT06,72,126.32,3.5987,60.628,100,1,Leakage Current Drift
C02886,LOT06,168,127.57,3.5918,81.137,100,1,Leakage Current Drift
C02887,LOT07,0,25.31,0,0.009,0,0,None
C02887,LOT07,24,124.67,3.5882,48.592,100,0,None
C02887,LOT07,72,125.92,3.5802,47.889,100,0,None
C02887,LOT07,168,126.12,3.5954,44.592,100,0,None
C02888,LOT08,0,25.44,0.0009,0,0,1,Leakage Current Drift
C02888,LOT08,24,124.06,3.5759,55.124,100,1,Leakage Current Drift
C02888,LOT08,72,123.92,3.5862,64.256,100,1,Leakage Current Drift
C02888,LOT08,168,123.3,3.5894,83.197,100,1,Leakage Current Drift
C02889,LOT09,0,24.87,0,0.013,0,0,None
C02889,LOT09,24,124.74,3.5749,42.898,97.89,0,None
C02889,LOT09,72,124.71,3.5863,42.902,97.55,0,None
C02889,LOT09,168,124.5,3.5717,40.702,97.64,0,None
C02890,LOT10,0,24.91,0,0.032,0,0,None
C02890,LOT10,24,124.63,3.5659,46.551,100,0,None
C02890,LOT10,72,125.58,3.5661,44.263,99.43,0,None
C02890,LOT10,168,125.2,3.6121,43.177,100,0,None
C02891,LOT11,0,25.57,0,0.042,0,0,None
C02891,LOT11,24,128.45,3.6419,46.878,100,0,None
C02891,LOT11,72,126.78,3.6368,46.361,100,0,None
C02891,LOT11,168,126.58,3.6359,44.468,100,0,None
C02892,LOT12,0,25.05,0.012,0.086,0,0,None
C02892,LOT12,24,127.77,3.633,48.802,100,0,None
C02892,LOT12,72,127.1,3.6196,47.649,100,0,None
C02892,LOT12,168,126.17,3.6384,45.873,100,0,None
C02893,LOT01,0,25.25,0.0003,0.008,0,0,None
C02893,LOT01,24,123.86,3.567,48.555,100,0,None
C02893,LOT01,72,122.75,3.5982,46.47,100,0,None
C02893,LOT01,168,124.19,3.5848,44.586,100,0,None
C02894,LOT02,0,25.41,0,0.054,0,0,None
C02894,LOT02,24,125.26,3.5601,49.255,100,0,None
C02894,LOT02,72,124.02,3.5345,47.246,100,0,None
C02894,LOT02,168,125.02,3.5539,45.719,100,0,None
C02895,LOT03,0,24.97,0,0.002,0,0,None
C02895,LOT03,24,125.48,3.6342,45.294,100,0,None
C02895,LOT03,72,125.81,3.6261,42.441,97.62,0,None
C02895,LOT03,168,126.49,3.6059,41.401,95.07,0,None
C02896,LOT04,0,25.55,0.0136,0.041,0,1,Voltage Instability
C02896,LOT04,24,126.15,3.9205,43.761,99.67,1,Voltage Instability
C02896,LOT04,72,125.61,3.6175,45.712,100,1,Voltage Instability
C02896,LOT04,168,124.76,3.5443,43.151,97.51,1,Voltage Instability
C02897,LOT05,0,24.61,0.0096,0.017,0,0,None
C02897,LOT05,24,125.58,3.6408,48.03,100,0,None
C02897,LOT05,72,124.67,3.6003,45.106,98.9,0,None
C02897,LOT05,168,124.98,3.6182,42.996,98.27,0,None
C02898,LOT06,0,25.27,0,0.002,0,0,None
C02898,LOT06,24,124.15,3.6081,47.329,100,0,None
C02898,LOT06,72,123.45,3.5766,45.083,98.2,0,None
C02898,LOT06,168,124.3,3.566,42.559,96.86,0,None
C02899,LOT07,0,24.33,0.0013,0.058,0,0,None
C02899,LOT07,24,122.72,3.6114,48.233,100,0,None
C02899,LOT07,72,122.98,3.638,48.721,100,0,None
C02899,LOT07,168,121.5,3.6257,44.14,100,0,None
C02900,LOT08,0,24.98,0,0.027,0,0,None
C02900,LOT08,24,124.16,3.6449,45.719,100,0,None
C02900,LOT08,72,123.54,3.6445,46.991,100,0,None
C02900,LOT08,168,123.73,3.6273,43.432,99.55,0,None
C02901,LOT09,0,25.23,0,0.069,0,0,None
C02901,LOT09,24,123.98,3.5622,48.479,100,0,None
C02901,LOT09,72,124.11,3.5648,46.975,98.47,0,None
C02901,LOT09,168,126.41,3.5618,45.435,100,0,None
C02902,LOT10,0,25.18,0,0.041,0,0,None
C02902,LOT10,24,124.6,3.5951,49.514,100,0,None
C02902,LOT10,72,124.4,3.5565,48.34,100,0,None
C02902,LOT10,168,124.08,3.5821,45.975,99.22,0,None
C02903,LOT11,0,24.09,0.0052,0.018,0,0,None
C02903,LOT11,24,123.62,3.5971,46.28,100,0,None
C02903,LOT11,72,123.81,3.624,43.992,94.82,0,None
C02903,LOT11,168,124.44,3.6064,43.443,99.62,0,None
C02904,LOT12,0,24.99,0.0101,0.04,0,0,None
C02904,LOT12,24,124.39,3.6218,44.194,98.47,0,None
C02904,LOT12,72,124.62,3.621,43.421,100,0,None
C02904,LOT12,168,124.42,3.6056,43.584,100,0,None
C02905,LOT01,0,23.97,0.009,0.009,0,0,None
C02905,LOT01,24,126.48,3.6056,47.201,100,0,None
C02905,LOT01,72,126.08,3.5943,47.07,100,0,None
C02905,LOT01,168,125.93,3.6245,45.182,100,0,None
C02906,LOT02,0,25.14,0.0005,0.05,0,0,None
C02906,LOT02,24,124.65,3.619,44.417,98.3,0,None
C02906,LOT02,72,122.61,3.6473,43.008,97.1,0,None
C02906,LOT02,168,124.15,3.5983,42.625,100,0,None
C02907,LOT03,0,24.39,0,0.098,0,1,Voltage Instability
C02907,LOT03,24,123.05,3.4651,50.072,100,1,Voltage Instability
C02907,LOT03,72,122.38,3.776,47.256,100,1,Voltage Instability
C02907,LOT03,168,124.84,3.6215,45.934,100,1,Voltage Instability
C02908,LOT04,0,25.43,0.0097,0.024,0,0,None
C02908,LOT04,24,125.32,3.633,49.53,100,0,None
C02908,LOT04,72,125.05,3.6122,45.927,100,0,None
C02908,LOT04,168,126.12,3.6488,45.063,100,0,None
C02909,LOT05,0,24.49,0.0101,0.014,0,0,None
C02909,LOT05,24,125.4,3.611,43.223,98.64,0,None
C02909,LOT05,72,124.53,3.6024,41.6,96.99,0,None
C02909,LOT05,168,125.43,3.5945,39.545,96.49,0,None
C02910,LOT06,0,25.52,0.0034,0.052,0,0,None
C02910,LOT06,24,125.56,3.5737,45.107,96.67,0,None
C02910,LOT06,72,125.39,3.6218,41.733,97.56,0,None
C02910,LOT06,168,125.48,3.5996,40.116,96.48,0,None
C02911,LOT07,0,24.54,0.0094,0.004,0,1,Thermal Runaway
C02911,LOT07,24,126.8,3.6122,46.734,100,1,Thermal Runaway
C02911,LOT07,72,141.5,3.57,54.205,100,1,Thermal Runaway
C02911,LOT07,168,177.18,3.5588,75.42,100,1,Thermal Runaway
C02912,LOT08,0,25.44,0,0.088,0,0,None
C02912,LOT08,24,126.7,3.5852,44.918,96.1,0,None
C02912,LOT08,72,126.38,3.5833,43.515,98.2,0,None
C02912,LOT08,168,126.04,3.5912,42.219,99.54,0,None
C02913,LOT09,0,24.8,0.0028,0.058,0,0,None
C02913,LOT09,24,122.36,3.5987,47.496,100,0,None
C02913,LOT09,72,123.19,3.5906,46.847,100,0,None
C02913,LOT09,168,124.2,3.5872,46.389,97.84,0,None
C02914,LOT10,0,23.8,0.0023,0.018,0,1,Thermal Runaway
C02914,LOT10,24,125.83,3.6004,45.008,98.73,1,Thermal Runaway
C02914,LOT10,72,134.73,3.6023,53.746,100,1,Thermal Runaway
C02914,LOT10,168,176.69,3.6008,74.774,100,1,Thermal Runaway
C02915,LOT11,0,24.59,0,0.059,0,0,None
C02915,LOT11,24,126.78,3.5766,50.716,100,0,None
C02915,LOT11,72,127.85,3.5879,48.532,100,0,None
C02915,LOT11,168,126.72,3.5854,48.463,98.15,0,None
C02916,LOT12,0,24.48,0.0006,0.018,0,1,Leakage Current Drift
C02916,LOT12,24,127.17,3.6593,56.406,100,1,Leakage Current Drift
C02916,LOT12,72,125.25,3.6454,73.1,100,1,Leakage Current Drift
C02916,LOT12,168,125.88,3.6675,103.886,100,1,Leakage Current Drift
C02917,LOT01,0,24.51,0.0067,0.068,0,0,None
C02917,LOT01,24,124.28,3.6379,44.711,98.42,0,None
C02917,LOT01,72,123.32,3.6118,44.628,99.01,0,None
C02917,LOT01,168,123.94,3.6195,44.676,100,0,None
C02918,LOT02,0,25.08,0,0.096,0,0,None
C02918,LOT02,24,127.26,3.5997,47.736,100,0,None
C02918,LOT02,72,127.66,3.5938,45.242,100,0,None
C02918,LOT02,168,126.79,3.5903,43.347,100,0,None
C02919,LOT03,0,25.29,0,0.002,0,0,None
C02919,LOT03,24,122.77,3.6043,49.265,100,0,None
C02919,LOT03,72,122.35,3.6055,49.166,100,0,None
C02919,LOT03,168,121.43,3.6075,46.263,96.71,0,None
C02920,LOT04,0,24.91,0,0,0,0,None
C02920,LOT04,24,126.94,3.6133,45.441,100,0,None
C02920,LOT04,72,126.38,3.5953,44.667,100,0,None
C02920,LOT04,168,126.61,3.6088,43.723,97.6,0,None
C02921,LOT05,0,25.9,0,0.127,0,0,None
C02921,LOT05,24,124.58,3.5825,50.593,100,0,None
C02921,LOT05,72,125.47,3.5493,47.287,100,0,None
C02921,LOT05,168,126.23,3.5461,47.529,100,0,None
C02922,LOT06,0,25.5,0,0.021,0,0,None
C02922,LOT06,24,123.15,3.5682,48.255,100,0,None
C02922,LOT06,72,124.72,3.5831,47.035,100,0,None
C02922,LOT06,168,125.12,3.5994,45.502,100,0,None
C02923,LOT07,0,24.72,0.0018,0.016,0,0,None
C02923,LOT07,24,125.17,3.5823,50.548,100,0,None
C02923,LOT07,72,124.76,3.6113,47.205,100,0,None
C02923,LOT07,168,123.36,3.5783,44.858,97.14,0,None
C02924,LOT08,0,25.82,0,0.09,0,1,Sudden Current Spike
C02924,LOT08,24,126.31,3.5985,45.807,100,1,Sudden Current Spike
C02924,LOT08,72,125.22,3.6249,156.553,100,1,Sudden Current Spike
C02924,LOT08,168,126.15,3.6194,44.883,99.26,1,Sudden Current Spike
C02925,LOT09,0,24.99,0.0064,0.034,0,0,None
C02925,LOT09,24,127.58,3.619,45.902,100,0,None
C02925,LOT09,72,126.33,3.5848,45.483,100,0,None
C02925,LOT09,168,128,3.5784,44.019,98.94,0,None
C02926,LOT10,0,26.23,0,0.017,0,0,None
C02926,LOT10,24,125.63,3.6511,47.221,97.81,0,None
C02926,LOT10,72,124.7,3.6819,44.129,99.68,0,None
C02926,LOT10,168,125.98,3.6528,43.232,100,0,None
C02927,LOT11,0,25.43,0.0037,0.085,0,0,None
C02927,LOT11,24,126.04,3.5733,47.327,100,0,None
C02927,LOT11,72,125.29,3.5544,47.084,100,0,None
C02927,LOT11,168,127.8,3.5921,46.408,100,0,None
C02928,LOT12,0,25.1,0.0104,0.036,0,0,None
C02928,LOT12,24,125.06,3.6068,49.164,100,0,None
C02928,LOT12,72,125.18,3.6242,49.674,100,0,None
C02928,LOT12,168,126.3,3.5797,47.231,100,0,None
C02929,LOT01,0,25.15,0,0.042,0,0,None
C02929,LOT01,24,126.12,3.6117,49.636,100,0,None
C02929,LOT01,72,126.07,3.6025,48.232,100,0,None
C02929,LOT01,168,125.95,3.5902,45.843,99.85,0,None
C02930,LOT02,0,24.59,0,0.061,0,0,None
C02930,LOT02,24,127.29,3.587,43.91,98.7,0,None
C02930,LOT02,72,128.48,3.5724,45.63,99.81,0,None
C02930,LOT02,168,127.47,3.611,44.154,97.5,0,None
C02931,LOT03,0,24.78,0,0.033,0,0,None
C02931,LOT03,24,128.43,3.5801,50.942,100,0,None
C02931,LOT03,72,129.04,3.5804,48.82,100,0,None
C02931,LOT03,168,128.46,3.5586,50.639,100,0,None
C02932,LOT04,0,26.12,0,0.027,0,0,None
C02932,LOT04,24,126.09,3.6565,43.207,99.18,0,None
C02932,LOT04,72,123.87,3.6181,40.007,94.57,0,None
C02932,LOT04,168,125.77,3.6244,39.693,98.63,0,None
C02933,LOT05,0,24.75,0,0.027,0,0,None
C02933,LOT05,24,126.37,3.5936,49.691,100,0,None
C02933,LOT05,72,124.78,3.6399,48.789,100,0,None
C02933,LOT05,168,126.12,3.6067,46.981,100,0,None
C02934,LOT06,0,25.07,0,0.034,0,1,Leakage Current Drift
C02934,LOT06,24,123.86,3.6009,49.715,99.15,1,Leakage Current Drift
C02934,LOT06,72,123,3.5989,64.357,100,1,Leakage Current Drift
C02934,LOT06,168,123.59,3.5625,93.401,100,1,Leakage Current Drift
C02935,LOT07,0,25.01,0.0108,0.009,0,0,None
C02935,LOT07,24,127.51,3.5876,45.692,99.78,0,None
C02935,LOT07,72,127.22,3.5972,44.94,100,0,None
C02935,LOT07,168,127,3.5998,43.648,100,0,None
C02936,LOT08,0,24.34,0,0.06,0,1,Sudden Current Spike
C02936,LOT08,24,127.33,3.5714,47.624,100,1,Sudden Current Spike
C02936,LOT08,72,126.95,3.6039,46.347,100,1,Sudden Current Spike
C02936,LOT08,168,126.13,3.614,114.226,100,1,Sudden Current Spike
C02937,LOT09,0,25.12,0.0089,0.025,0,1,Sudden Current Spike
C02937,LOT09,24,125.93,3.5887,41.92,97.71,1,Sudden Current Spike
C02937,LOT09,72,127.03,3.5989,40.95,97.15,1,Sudden Current Spike
C02937,LOT09,168,125.55,3.5797,117.696,100,1,Sudden Current Spike
C02938,LOT10,0,26.01,0.0098,0.025,0,0,None
C02938,LOT10,24,124.21,3.5873,48.341,100,0,None
C02938,LOT10,72,124.44,3.578,45.463,98.04,0,None
C02938,LOT10,168,125.41,3.582,43.651,99.47,0,None
C02939,LOT11,0,25.1,0.0057,0.036,0,0,None
C02939,LOT11,24,124.04,3.6157,46.66,100,0,None
C02939,LOT11,72,122.71,3.5994,44.679,96.16,0,None
C02939,LOT11,168,123.63,3.6193,44.527,100,0,None
C02940,LOT12,0,24.84,0,0.025,0,0,None
C02940,LOT12,24,125.5,3.6191,51.465,100,0,None
C02940,LOT12,72,125.27,3.6139,46.511,100,0,None
C02940,LOT12,168,125.21,3.6339,44.647,100,0,None
C02941,LOT01,0,24.84,0,0.02,0,0,None
C02941,LOT01,24,125.86,3.5584,47.193,96.45,0,None
C02941,LOT01,72,123.89,3.589,47.465,100,0,None
C02941,LOT01,168,123.55,3.5758,45.203,99.4,0,None
C02942,LOT02,0,24.95,0.0008,0.064,0,0,None
C02942,LOT02,24,125.35,3.5763,46.753,100,0,None
C02942,LOT02,72,124.47,3.6085,47.646,100,0,None
C02942,LOT02,168,125.09,3.6112,42.605,98.86,0,None
C02943,LOT03,0,25.23,0.0095,0.056,0,0,None
C02943,LOT03,24,125.33,3.6192,43.886,99.77,0,None
C02943,LOT03,72,125.12,3.5996,44.472,99.88,0,None
C02943,LOT03,168,124.23,3.623,43.656,97.25,0,None
C02944,LOT04,0,25.89,0.0055,0.053,0,0,None
C02944,LOT04,24,128.24,3.6015,47.547,100,0,None
C02944,LOT04,72,128.65,3.6033,43.759,100,0,None
C02944,LOT04,168,127.16,3.5968,42.932,98.64,0,None
C02945,LOT05,0,23.92,0,0.032,0,0,None
C02945,LOT05,24,124.68,3.5992,45.833,100,0,None
C02945,LOT05,72,125.5,3.5821,47.109,100,0,None
C02945,LOT05,168,125.83,3.5879,42.766,99.79,0,None
C02946,LOT06,0,24.83,0.007,0.093,0,0,None
C02946,LOT06,24,122.96,3.6272,48.965,100,0,None
C02946,LOT06,72,124.14,3.6152,48.499,100,0,None
C02946,LOT06,168,125,3.6047,48.232,100,0,None
C02947,LOT07,0,23.96,0.0034,0.048,0,0,None
C02947,LOT07,24,124.97,3.6045,46.622,99.78,0,None
C02947,LOT07,72,124.84,3.57,45.551,99.97,0,None
C02947,LOT07,168,126.02,3.5893,42.412,99.96,0,None
C02948,LOT08,0,25.76,0.0042,0.029,0,0,None
C02948,LOT08,24,124,3.5828,43.798,95.86,0,None
C02948,LOT08,72,122.7,3.5675,45.68,98.46,0,None
C02948,LOT08,168,121.59,3.61,43.683,100,0,None
C02949,LOT09,0,23.6,0.0006,0.066,0,0,None
C02949,LOT09,24,123.13,3.5446,51.143,100,0,None
C02949,LOT09,72,123.18,3.5565,47.898,100,0,None
C02949,LOT09,168,121.98,3.5906,47.796,99.19,0,None
C02950,LOT10,0,25.68,0,0.029,0,0,None
C02950,LOT10,24,129.75,3.5908,49.271,100,0,None
C02950,LOT10,72,126.13,3.6096,47.268,100,0,None
C02950,LOT10,168,127.13,3.5953,47.316,100,0,None
C02951,LOT11,0,24.52,0,0.054,0,0,None
C02951,LOT11,24,124.28,3.6481,48.07,99.91,0,None
C02951,LOT11,72,122.11,3.6694,49.002,100,0,None
C02951,LOT11,168,122.45,3.6388,44.92,100,0,None
C02952,LOT12,0,25.59,0.0135,0.002,0,0,None
C02952,LOT12,24,125.32,3.6023,46.107,100,0,None
C02952,LOT12,72,126.75,3.611,42.169,98.78,0,None
C02952,LOT12,168,126.21,3.5818,43.276,99.37,0,None
C02953,LOT01,0,25.25,0.0052,0.016,0,0,None
C02953,LOT01,24,126.82,3.5875,45.13,100,0,None
C02953,LOT01,72,126.86,3.571,43.295,100,0,None
C02953,LOT01,168,125.87,3.5894,42.285,98.51,0,None
C02954,LOT02,0,25.9,0.0008,0.04,0,0,None
C02954,LOT02,24,123.17,3.6192,50.081,100,0,None
C02954,LOT02,72,124.32,3.6142,49.152,100,0,None
C02954,LOT02,168,126.12,3.6078,46.178,100,0,None
C02955,LOT03,0,26,0.016,0.058,0,0,None
C02955,LOT03,24,124.73,3.6077,47.098,100,0,None
C02955,LOT03,72,125.8,3.6273,47.398,100,0,None
C02955,LOT03,168,126.44,3.6434,44.497,100,0,None
C02956,LOT04,0,25.2,0,0.08,0,0,None
C02956,LOT04,24,124.16,3.6011,45.238,96.17,0,None
C02956,LOT04,72,123.04,3.6251,44.021,100,0,None
C02956,LOT04,168,123.77,3.6204,43.251,99.81,0,None
C02957,LOT05,0,25.24,0,0.005,0,0,None
C02957,LOT05,24,125.04,3.6066,48.315,100,0,None
C02957,LOT05,72,125.22,3.6252,48.045,100,0,None
C02957,LOT05,168,125.86,3.6068,47.079,100,0,None
C02958,LOT06,0,24.87,0,0.002,0,0,None
C02958,LOT06,24,122.74,3.6044,45.347,98.82,0,None
C02958,LOT06,72,125.03,3.5898,44.333,97.5,0,None
C02958,LOT06,168,123.58,3.5934,41.616,97.34,0,None
C02959,LOT07,0,25.78,0.0009,0.035,0,0,None
C02959,LOT07,24,123.87,3.6023,47.128,100,0,None
C02959,LOT07,72,124.98,3.6188,46.856,97.07,0,None
C02959,LOT07,168,124.93,3.6009,46.082,100,0,None
C02960,LOT08,0,25.42,0.0128,0.053,0,0,None
C02960,LOT08,24,126.88,3.605,47.62,99.75,0,None
C02960,LOT08,72,126.27,3.6081,45.974,98.37,0,None
C02960,LOT08,168,126.08,3.6123,42.784,97.51,0,None
C02961,LOT09,0,25.02,0,0.009,0,1,Voltage Instability
C02961,LOT09,24,124.07,3.5224,46.587,100,1,Voltage Instability
C02961,LOT09,72,125.09,3.9069,47.638,100,1,Voltage Instability
C02961,LOT09,168,124.86,3.5862,45,100,1,Voltage Instability
C02962,LOT10,0,23.86,0,0.054,0,1,Thermal Runaway
C02962,LOT10,24,123.37,3.5717,45.971,100,1,Thermal Runaway
C02962,LOT10,72,132.02,3.583,49.587,100,1,Thermal Runaway
C02962,LOT10,168,172.87,3.6052,76.799,100,1,Thermal Runaway
C02963,LOT11,0,24.47,0.0155,0.065,0,0,None
C02963,LOT11,24,121.65,3.5842,46.367,100,0,None
C02963,LOT11,72,124.39,3.589,45.905,100,0,None
C02963,LOT11,168,120.98,3.5973,42.307,97.9,0,None
C02964,LOT12,0,25.51,0.004,0.052,0,1,Thermal Runaway
C02964,LOT12,24,123.9,3.6153,47.543,100,1,Thermal Runaway
C02964,LOT12,72,133.28,3.6367,53.629,100,1,Thermal Runaway
C02964,LOT12,168,176.16,3.6067,76.176,100,1,Thermal Runaway
C02965,LOT01,0,25.66,0.0039,0.053,0,0,None
C02965,LOT01,24,123.91,3.6548,51.99,100,0,None
C02965,LOT01,72,123.99,3.5894,49.893,100,0,None
C02965,LOT01,168,123.97,3.6524,47.825,100,0,None
C02966,LOT02,0,25.13,0.0066,0.113,0,0,None
C02966,LOT02,24,123.84,3.6333,44.067,98.72,0,None
C02966,LOT02,72,122.05,3.648,44.896,98.4,0,None
C02966,LOT02,168,122.78,3.664,42.866,100,0,None
C02967,LOT03,0,25.06,0.013,0.01,0,0,None
C02967,LOT03,24,124.2,3.6268,47.854,100,0,None
C02967,LOT03,72,123.34,3.6649,47.442,100,0,None
C02967,LOT03,168,125.2,3.6062,45.649,100,0,None
C02968,LOT04,0,24.64,0,0.095,0,0,None
C02968,LOT04,24,125.69,3.6166,47.505,100,0,None
C02968,LOT04,72,125.45,3.6021,47.829,100,0,None
C02968,LOT04,168,124.56,3.5981,47.539,100,0,None
C02969,LOT05,0,24.97,0,0.015,0,0,None
C02969,LOT05,24,124.25,3.6103,48.896,100,0,None
C02969,LOT05,72,125.39,3.6027,47.27,100,0,None
C02969,LOT05,168,122.88,3.6007,44.4,98.92,0,None
C02970,LOT06,0,25.15,0,0.041,0,0,None
C02970,LOT06,24,121.59,3.6479,48.391,100,0,None
C02970,LOT06,72,122.04,3.6512,49.755,100,0,None
C02970,LOT06,168,122.57,3.6326,50.507,100,0,None
C02971,LOT07,0,24.97,0.0052,0.028,0,0,None
C02971,LOT07,24,123.08,3.626,44.925,99.64,0,None
C02971,LOT07,72,122.09,3.6192,43.244,98.7,0,None
C02971,LOT07,168,122.16,3.614,42.454,97.47,0,None
C02972,LOT08,0,25.46,0,0.037,0,0,None
C02972,LOT08,24,123.59,3.6329,44.302,99.31,0,None
C02972,LOT08,72,124,3.6229,44.698,98.52,0,None
C02972,LOT08,168,123.49,3.634,42.45,97.69,0,None
C02973,LOT09,0,25.36,0,0.01,0,0,None
C02973,LOT09,24,122.87,3.578,46.031,98.05,0,None
C02973,LOT09,72,123.88,3.6239,44.005,98.55,0,None
C02973,LOT09,168,122.4,3.5933,41.534,98.01,0,None
C02974,LOT10,0,25.34,0.0009,0.048,0,1,Voltage Instability
C02974,LOT10,24,122.97,3.7087,49.765,100,1,Voltage Instability
C02974,LOT10,72,123.91,3.6733,47.808,100,1,Voltage Instability
C02974,LOT10,168,125.62,3.9026,45.483,100,1,Voltage Instability
C02975,LOT11,0,25.69,0,0.084,0,0,None
C02975,LOT11,24,124.68,3.6084,44.977,100,0,None
